,Year,Washington,Delaware,District of Columbia,Wisconsin,West Virginia,Hawaii,Florida,Wyoming,New Jersey,New Mexico,Texas,Louisiana,North Carolina,North Dakota,Nebraska,Tennessee,New York,Pennsylvania,Alaska,Nevada,New Hampshire,Virginia,Colorado,California,Alabama,Arkansas,Vermont,Illinois,Georgia,Indiana,Iowa,Massachusetts,Arizona,Idaho,Connecticut,Maine,Maryland,Oklahoma,Ohio,Utah,Missouri,Minnesota,Michigan,Rhode Island,Kansas,Montana,Mississippi,South Carolina,Kentucky,Oregon,South Dakota
0,1900,523000.0,185000.0,278000.0,2072000.0,959000.0,0.0,530000.0,93000.0,1884000.0,196000.0,3055000.0,1384000.0,1897000.0,321000.0,1067000.0,2023000.0,7283000.0,6313000.0,0.0,43000.0,412000.0,1858000.0,543000.0,1490000.0,1830000.0,1314000.0,344000.0,4828000.0,2220000.0,2518000.0,2231000.0,2788000.0,124000.0,163000.0,910000.0,695000.0,1189000.0,800000.0,4161000.0,277000.0,3108000.0,1754000.0,2423000.0,430000.0,1473000.0,245000.0,1553000.0,1342000.0,2148000.0,415000.0,403000.0
1,1901,583000.0,187000.0,285000.0,2109000.0,972000.0,0.0,544000.0,100000.0,1889000.0,206000.0,3132000.0,1412000.0,1926000.0,346000.0,1078000.0,2041000.0,7449000.0,6439000.0,0.0,45000.0,412000.0,1887000.0,581000.0,1550000.0,1907000.0,1341000.0,347000.0,4914000.0,2263000.0,2541000.0,2227000.0,2794000.0,131000.0,176000.0,931000.0,699000.0,1200000.0,916000.0,4216000.0,284000.0,3128000.0,1805000.0,2450000.0,441000.0,1490000.0,261000.0,1578000.0,1361000.0,2162000.0,434000.0,418000.0
2,1902,651000.0,188000.0,290000.0,2141000.0,1000000.0,0.0,565000.0,105000.0,1917000.0,218000.0,3210000.0,1440000.0,1956000.0,371000.0,1089000.0,2060000.0,7612000.0,6567000.0,0.0,49000.0,409000.0,1894000.0,621000.0,1623000.0,1935000.0,1360000.0,349000.0,4992000.0,2305000.0,2567000.0,2222000.0,2856000.0,138000.0,199000.0,952000.0,703000.0,1210000.0,1027000.0,4322000.0,292000.0,3147000.0,1862000.0,2477000.0,450000.0,1505000.0,270000.0,1603000.0,1379000.0,2177000.0,454000.0,431000.0
3,1903,719000.0,190000.0,295000.0,2171000.0,1037000.0,0.0,587000.0,108000.0,1969000.0,229000.0,3291000.0,1467000.0,1986000.0,396000.0,1104000.0,2082000.0,7771000.0,6699000.0,0.0,52000.0,394000.0,1890000.0,652000.0,1702000.0,1957000.0,1384000.0,350000.0,5071000.0,2346000.0,2594000.0,2217000.0,2924000.0,144000.0,216000.0,972000.0,709000.0,1209000.0,1118000.0,4386000.0,299000.0,3166000.0,1901000.0,2505000.0,460000.0,1498000.0,282000.0,1628000.0,1397000.0,2191000.0,479000.0,437000.0
4,1904,782000.0,192000.0,302000.0,2202000.0,1064000.0,0.0,599000.0,111000.0,2050000.0,242000.0,3374000.0,1495000.0,2017000.0,421000.0,1119000.0,2086000.0,7927000.0,6833000.0,0.0,56000.0,407000.0,1889000.0,659000.0,1792000.0,1978000.0,1419000.0,353000.0,5161000.0,2387000.0,2614000.0,2212000.0,2969000.0,151000.0,229000.0,987000.0,719000.0,1217000.0,1200000.0,4458000.0,308000.0,3185000.0,1945000.0,2534000.0,471000.0,1527000.0,293000.0,1653000.0,1415000.0,2205000.0,504000.0,452000.0
5,1905,842000.0,194000.0,308000.0,2231000.0,1094000.0,0.0,615000.0,114000.0,2151000.0,255000.0,3459000.0,1523000.0,2051000.0,446000.0,1129000.0,2111000.0,8084000.0,6970000.0,0.0,59000.0,423000.0,1917000.0,680000.0,1893000.0,2012000.0,1447000.0,354000.0,5241000.0,2427000.0,2635000.0,2211000.0,3018000.0,158000.0,246000.0,1010000.0,723000.0,1237000.0,1277000.0,4530000.0,316000.0,3204000.0,1981000.0,2579000.0,481000.0,1555000.0,305000.0,1678000.0,1433000.0,2220000.0,530000.0,461000.0
6,1906,904000.0,196000.0,313000.0,2250000.0,1122000.0,0.0,628000.0,118000.0,2239000.0,269000.0,3546000.0,1551000.0,2077000.0,474000.0,1138000.0,2136000.0,8289000.0,7110000.0,0.0,64000.0,415000.0,1942000.0,707000.0,1976000.0,2045000.0,1465000.0,355000.0,5309000.0,2466000.0,2663000.0,2214000.0,3107000.0,167000.0,262000.0,1033000.0,729000.0,1251000.0,1349000.0,4587000.0,327000.0,3223000.0,1987000.0,2626000.0,492000.0,1576000.0,322000.0,1703000.0,1451000.0,2234000.0,555000.0,477000.0
7,1907,967000.0,197000.0,317000.0,2268000.0,1149000.0,0.0,645000.0,125000.0,2314000.0,283000.0,3636000.0,1579000.0,2105000.0,501000.0,1149000.0,2136000.0,8499000.0,7253000.0,0.0,68000.0,423000.0,1952000.0,733000.0,2054000.0,2058000.0,1484000.0,355000.0,5384000.0,2505000.0,2679000.0,2217000.0,3183000.0,176000.0,277000.0,1057000.0,731000.0,1257000.0,1414000.0,4630000.0,339000.0,3242000.0,1995000.0,2693000.0,505000.0,1612000.0,332000.0,1728000.0,1468000.0,2249000.0,580000.0,498000.0
8,1908,1028000.0,199000.0,321000.0,2292000.0,1174000.0,0.0,684000.0,133000.0,2403000.0,298000.0,3727000.0,1607000.0,2142000.0,528000.0,1161000.0,2164000.0,8714000.0,7398000.0,0.0,73000.0,428000.0,1994000.0,757000.0,2161000.0,2070000.0,1513000.0,354000.0,5474000.0,2543000.0,2677000.0,2220000.0,3251000.0,186000.0,291000.0,1077000.0,735000.0,1269000.0,1498000.0,4677000.0,351000.0,3260000.0,2020000.0,2722000.0,519000.0,1629000.0,346000.0,1753000.0,1485000.0,2263000.0,610000.0,527000.0
9,1909,1091000.0,201000.0,327000.0,2317000.0,1203000.0,0.0,724000.0,141000.0,2487000.0,314000.0,3821000.0,1634000.0,2174000.0,555000.0,1177000.0,2177000.0,8935000.0,7546000.0,0.0,78000.0,431000.0,2038000.0,775000.0,2282000.0,2108000.0,1545000.0,356000.0,5567000.0,2580000.0,2678000.0,2223000.0,3316000.0,196000.0,311000.0,1097000.0,740000.0,1289000.0,1585000.0,4701000.0,363000.0,3279000.0,2051000.0,2771000.0,532000.0,1658000.0,363000.0,1777000.0,1502000.0,2278000.0,643000.0,553000.0
10,1910,1148000.0,203000.0,334000.0,2345000.0,1231000.0,0.0,756000.0,147000.0,2550000.0,329000.0,3922000.0,1667000.0,2221000.0,580000.0,1198000.0,2191000.0,9137000.0,7706000.0,0.0,82000.0,431000.0,2071000.0,804000.0,2406000.0,2150000.0,1583000.0,357000.0,5668000.0,2618000.0,2713000.0,2228000.0,3365000.0,206000.0,329000.0,1122000.0,745000.0,1302000.0,1671000.0,4786000.0,377000.0,3301000.0,2086000.0,2832000.0,545000.0,1692000.0,380000.0,1802000.0,1523000.0,2299000.0,677000.0,590000.0
11,1911,1167000.0,207000.0,344000.0,2369000.0,1266000.0,0.0,773000.0,150000.0,2610000.0,334000.0,4016000.0,1695000.0,2276000.0,584000.0,1216000.0,2197000.0,9249000.0,7850000.0,0.0,81000.0,432000.0,2092000.0,821000.0,2534000.0,2185000.0,1610000.0,358000.0,5757000.0,2644000.0,2751000.0,2249000.0,3383000.0,212000.0,343000.0,1149000.0,751000.0,1324000.0,1714000.0,4821000.0,387000.0,3317000.0,2119000.0,2916000.0,556000.0,1684000.0,397000.0,1810000.0,1548000.0,2324000.0,692000.0,602000.0
12,1912,1184000.0,209000.0,340000.0,2407000.0,1291000.0,0.0,801000.0,153000.0,2670000.0,338000.0,4107000.0,1709000.0,2313000.0,603000.0,1232000.0,2218000.0,9361000.0,7986000.0,0.0,81000.0,434000.0,2122000.0,832000.0,2668000.0,2217000.0,1636000.0,359000.0,5828000.0,2676000.0,2785000.0,2279000.0,3440000.0,217000.0,359000.0,1176000.0,753000.0,1345000.0,1737000.0,4893000.0,399000.0,3344000.0,2147000.0,2997000.0,567000.0,1671000.0,414000.0,1817000.0,1572000.0,2347000.0,706000.0,592000.0
13,1913,1209000.0,213000.0,358000.0,2438000.0,1317000.0,0.0,828000.0,157000.0,2729000.0,344000.0,4207000.0,1727000.0,2362000.0,609000.0,1246000.0,2257000.0,9473000.0,8139000.0,0.0,82000.0,439000.0,2176000.0,835000.0,2811000.0,2279000.0,1664000.0,361000.0,5961000.0,2733000.0,2824000.0,2305000.0,3534000.0,236000.0,371000.0,1208000.0,763000.0,1368000.0,1777000.0,4997000.0,410000.0,3409000.0,2190000.0,3101000.0,578000.0,1663000.0,433000.0,1827000.0,1599000.0,2374000.0,722000.0,584000.0
14,1914,1231000.0,216000.0,368000.0,2490000.0,1362000.0,0.0,871000.0,163000.0,2789000.0,348000.0,4300000.0,1740000.0,2421000.0,620000.0,1264000.0,2289000.0,9585000.0,8276000.0,0.0,83000.0,442000.0,2241000.0,846000.0,2934000.0,2336000.0,1688000.0,362000.0,6109000.0,2776000.0,2857000.0,2338000.0,3636000.0,253000.0,384000.0,1233000.0,772000.0,1389000.0,1824000.0,5109000.0,422000.0,3467000.0,2234000.0,3183000.0,589000.0,1662000.0,452000.0,1832000.0,1622000.0,2395000.0,736000.0,581000.0
15,1915,1239000.0,217000.0,361000.0,2535000.0,1387000.0,0.0,922000.0,167000.0,2850000.0,351000.0,4368000.0,1755000.0,2473000.0,641000.0,1272000.0,2294000.0,9700000.0,8362000.0,0.0,82000.0,443000.0,2294000.0,868000.0,3008000.0,2345000.0,1702000.0,360000.0,6194000.0,2810000.0,2873000.0,2366000.0,3705000.0,263000.0,394000.0,1258000.0,774000.0,1401000.0,1860000.0,5251000.0,430000.0,3492000.0,2273000.0,3263000.0,597000.0,1687000.0,469000.0,1826000.0,1635000.0,2401000.0,745000.0,585000.0
16,1916,1255000.0,219000.0,360000.0,2562000.0,1414000.0,0.0,924000.0,174000.0,2918000.0,354000.0,4444000.0,1799000.0,2513000.0,652000.0,1275000.0,2304000.0,9848000.0,8463000.0,0.0,82000.0,445000.0,2316000.0,892000.0,3071000.0,2359000.0,1719000.0,360000.0,6274000.0,2856000.0,2897000.0,2376000.0,3726000.0,282000.0,405000.0,1294000.0,775000.0,1415000.0,1907000.0,5366000.0,436000.0,3527000.0,2308000.0,3353000.0,598000.0,1727000.0,487000.0,1823000.0,1650000.0,2411000.0,756000.0,595000.0
17,1917,1287000.0,222000.0,385000.0,2587000.0,1439000.0,0.0,895000.0,186000.0,2976000.0,361000.0,4563000.0,1795000.0,2546000.0,661000.0,1285000.0,2331000.0,9993000.0,8578000.0,0.0,81000.0,447000.0,2313000.0,910000.0,3171000.0,2361000.0,1737000.0,372000.0,6313000.0,2885000.0,2910000.0,2382000.0,3738000.0,311000.0,413000.0,1327000.0,777000.0,1428000.0,1960000.0,5510000.0,444000.0,3470000.0,2329000.0,3451000.0,606000.0,1748000.0,505000.0,1820000.0,1675000.0,2421000.0,763000.0,599000.0
18,1918,1341000.0,220000.0,418000.0,2597000.0,1438000.0,0.0,865000.0,181000.0,3043000.0,382000.0,4666000.0,1746000.0,2522000.0,636000.0,1266000.0,2288000.0,9936000.0,8524000.0,0.0,77000.0,440000.0,2359000.0,906000.0,3262000.0,2343000.0,1749000.0,352000.0,6275000.0,2941000.0,2880000.0,2351000.0,3695000.0,320000.0,405000.0,1329000.0,760000.0,1467000.0,1969000.0,5547000.0,437000.0,3325000.0,2291000.0,3499000.0,604000.0,1729000.0,501000.0,1813000.0,1746000.0,2425000.0,763000.0,570000.0
19,1919,1333000.0,221000.0,445000.0,2600000.0,1464000.0,0.0,898000.0,191000.0,3136000.0,362000.0,4631000.0,1756000.0,2535000.0,648000.0,1290000.0,2305000.0,10252000.0,8643000.0,0.0,77000.0,443000.0,2318000.0,938000.0,3339000.0,2337000.0,1742000.0,352000.0,6392000.0,2870000.0,2906000.0,2379000.0,3785000.0,329000.0,424000.0,1359000.0,762000.0,1445000.0,2003000.0,5683000.0,446000.0,3371000.0,2346000.0,3591000.0,603000.0,1756000.0,534000.0,1790000.0,1687000.0,2413000.0,774000.0,606000.0
20,1920,1373000.0,219000.0,440000.0,2679000.0,1470000.0,0.0,962000.0,197000.0,3198000.0,363000.0,4723000.0,1813000.0,2588000.0,646000.0,1300000.0,2329000.0,10282000.0,8740000.0,0.0,78000.0,444000.0,2347000.0,937000.0,3554000.0,2359000.0,1756000.0,353000.0,6663000.0,2926000.0,2947000.0,2400000.0,3882000.0,340000.0,433000.0,1391000.0,771000.0,1464000.0,2055000.0,5799000.0,453000.0,3404000.0,2403000.0,3723000.0,613000.0,1769000.0,543000.0,1800000.0,1685000.0,2421000.0,788000.0,640000.0
21,1921,1405000.0,216000.0,446000.0,2722000.0,1485000.0,0.0,997000.0,203000.0,3297000.0,370000.0,4853000.0,1847000.0,2651000.0,646000.0,1309000.0,2369000.0,10416000.0,8900000.0,0.0,80000.0,449000.0,2395000.0,961000.0,3795000.0,2402000.0,1769000.0,355000.0,6858000.0,2965000.0,2976000.0,2407000.0,3951000.0,351000.0,435000.0,1415000.0,775000.0,1492000.0,2108000.0,5921000.0,457000.0,3429000.0,2434000.0,3872000.0,629000.0,1779000.0,546000.0,1823000.0,1693000.0,2436000.0,798000.0,652000.0
22,1922,1415000.0,214000.0,450000.0,2761000.0,1498000.0,0.0,1044000.0,208000.0,3380000.0,375000.0,4955000.0,1871000.0,2700000.0,647000.0,1312000.0,2424000.0,10589000.0,8982000.0,0.0,81000.0,451000.0,2412000.0,965000.0,3991000.0,2434000.0,1772000.0,354000.0,6958000.0,2965000.0,2965000.0,2428000.0,4010000.0,360000.0,436000.0,1431000.0,778000.0,1509000.0,2140000.0,6054000.0,467000.0,3437000.0,2451000.0,3942000.0,644000.0,1799000.0,543000.0,1836000.0,1692000.0,2450000.0,814000.0,660000.0
23,1923,1433000.0,215000.0,453000.0,2803000.0,1526000.0,0.0,1097000.0,211000.0,3472000.0,382000.0,5077000.0,1903000.0,2761000.0,648000.0,1321000.0,2463000.0,10752000.0,9148000.0,0.0,82000.0,453000.0,2423000.0,984000.0,4270000.0,2464000.0,1784000.0,354000.0,7068000.0,2954000.0,3042000.0,2425000.0,4057000.0,371000.0,436000.0,1455000.0,781000.0,1521000.0,2159000.0,6183000.0,474000.0,3454000.0,2487000.0,4063000.0,656000.0,1808000.0,538000.0,1858000.0,1699000.0,2480000.0,833000.0,669000.0
24,1924,1467000.0,219000.0,456000.0,2833000.0,1577000.0,0.0,1160000.0,215000.0,3573000.0,390000.0,5210000.0,1939000.0,2830000.0,642000.0,1333000.0,2502000.0,10953000.0,9383000.0,0.0,84000.0,457000.0,2426000.0,1014000.0,4541000.0,2501000.0,1800000.0,355000.0,7215000.0,2920000.0,3086000.0,2420000.0,4102000.0,382000.0,434000.0,1481000.0,788000.0,1537000.0,2179000.0,6319000.0,481000.0,3508000.0,2521000.0,4214000.0,669000.0,1807000.0,538000.0,1886000.0,1710000.0,2531000.0,856000.0,673000.0
25,1925,1494000.0,222000.0,461000.0,2863000.0,1593000.0,0.0,1264000.0,216000.0,3664000.0,396000.0,5332000.0,1972000.0,2895000.0,643000.0,1343000.0,2531000.0,11186000.0,9478000.0,0.0,85000.0,459000.0,2423000.0,1019000.0,4730000.0,2534000.0,1812000.0,355000.0,7306000.0,2883000.0,3119000.0,2427000.0,4154000.0,393000.0,436000.0,1506000.0,792000.0,1556000.0,2216000.0,6434000.0,487000.0,3526000.0,2540000.0,4331000.0,680000.0,1825000.0,535000.0,1910000.0,1718000.0,2520000.0,883000.0,682000.0
26,1926,1516000.0,225000.0,469000.0,2892000.0,1623000.0,0.0,1368000.0,217000.0,3758000.0,403000.0,5453000.0,2005000.0,2959000.0,651000.0,1353000.0,2553000.0,11257000.0,9594000.0,0.0,87000.0,463000.0,2419000.0,1016000.0,4929000.0,2567000.0,1826000.0,356000.0,7395000.0,2869000.0,3148000.0,2432000.0,4194000.0,403000.0,441000.0,1531000.0,793000.0,1576000.0,2256000.0,6504000.0,494000.0,3556000.0,2560000.0,4451000.0,681000.0,1836000.0,531000.0,1935000.0,1726000.0,2545000.0,905000.0,683000.0
27,1927,1538000.0,229000.0,476000.0,2916000.0,1671000.0,0.0,1418000.0,219000.0,3891000.0,410000.0,5577000.0,2039000.0,3027000.0,657000.0,1365000.0,2608000.0,11174000.0,9745000.0,0.0,88000.0,466000.0,2433000.0,1028000.0,5147000.0,2609000.0,1840000.0,357000.0,7519000.0,2891000.0,3191000.0,2441000.0,4223000.0,414000.0,447000.0,1557000.0,796000.0,1599000.0,2306000.0,6577000.0,500000.0,3576000.0,2588000.0,4589000.0,677000.0,1836000.0,527000.0,1962000.0,1736000.0,2551000.0,925000.0,682000.0
28,1928,1551000.0,233000.0,479000.0,2923000.0,1696000.0,0.0,1433000.0,220000.0,3968000.0,416000.0,5675000.0,2064000.0,3082000.0,665000.0,1371000.0,2624000.0,11599000.0,9802000.0,0.0,89000.0,468000.0,2435000.0,1014000.0,5344000.0,2640000.0,1847000.0,358000.0,7576000.0,2903000.0,3212000.0,2450000.0,4217000.0,422000.0,449000.0,1577000.0,797000.0,1610000.0,2344000.0,6608000.0,504000.0,3601000.0,2592000.0,4665000.0,678000.0,1850000.0,541000.0,1981000.0,1739000.0,2567000.0,936000.0,685000.0
29,1929,1555000.0,236000.0,483000.0,2934000.0,1717000.0,0.0,1445000.0,223000.0,3989000.0,420000.0,5762000.0,2086000.0,3133000.0,674000.0,1375000.0,2604000.0,12171000.0,9723000.0,0.0,90000.0,467000.0,2425000.0,1008000.0,5531000.0,2644000.0,1852000.0,359000.0,7606000.0,2903000.0,3226000.0,2460000.0,4229000.0,430000.0,447000.0,1594000.0,797000.0,1621000.0,2372000.0,6626000.0,508000.0,3622000.0,2572000.0,4795000.0,684000.0,1867000.0,524000.0,1998000.0,1739000.0,2606000.0,947000.0,690000.0
30,1930,1568000.0,239000.0,488000.0,2950000.0,1733000.0,0.0,1471000.0,226000.0,4068000.0,427000.0,5844000.0,2105000.0,3167000.0,682000.0,1380000.0,2619000.0,12647000.0,9649000.0,0.0,92000.0,466000.0,2427000.0,1040000.0,5711000.0,2647000.0,1859000.0,360000.0,7644000.0,2910000.0,3242000.0,2475000.0,4250000.0,434000.0,447000.0,1613000.0,800000.0,1636000.0,2401000.0,6662000.0,509000.0,3646000.0,2576000.0,4834000.0,686000.0,1883000.0,539000.0,2006000.0,1745000.0,2623000.0,956000.0,693000.0
31,1931,1581000.0,242000.0,504000.0,2990000.0,1740000.0,0.0,1493000.0,229000.0,4120000.0,436000.0,5907000.0,2124000.0,3184000.0,680000.0,1384000.0,2657000.0,12848000.0,9707000.0,0.0,94000.0,470000.0,2445000.0,1056000.0,5824000.0,2649000.0,1848000.0,359000.0,7687000.0,2924000.0,3257000.0,2482000.0,4248000.0,429000.0,454000.0,1628000.0,807000.0,1657000.0,2403000.0,6694000.0,513000.0,3711000.0,2614000.0,4798000.0,681000.0,1881000.0,540000.0,1994000.0,1753000.0,2652000.0,966000.0,694000.0
32,1932,1584000.0,245000.0,513000.0,3021000.0,1747000.0,0.0,1521000.0,230000.0,4120000.0,441000.0,5961000.0,2155000.0,3227000.0,676000.0,1386000.0,2711000.0,13001000.0,9764000.0,0.0,96000.0,474000.0,2452000.0,1066000.0,5894000.0,2653000.0,1836000.0,358000.0,7736000.0,2935000.0,3281000.0,2489000.0,4259000.0,426000.0,459000.0,1637000.0,815000.0,1678000.0,2394000.0,6717000.0,517000.0,3746000.0,2646000.0,4780000.0,677000.0,1883000.0,540000.0,2004000.0,1748000.0,2676000.0,972000.0,692000.0
33,1933,1592000.0,248000.0,529000.0,3040000.0,1752000.0,0.0,1552000.0,230000.0,4107000.0,449000.0,6014000.0,2178000.0,3268000.0,674000.0,1385000.0,2747000.0,13126000.0,9784000.0,0.0,96000.0,477000.0,2460000.0,1071000.0,5963000.0,2661000.0,1854000.0,357000.0,7768000.0,2950000.0,3304000.0,2495000.0,4282000.0,426000.0,464000.0,1642000.0,821000.0,1694000.0,2392000.0,6740000.0,520000.0,3773000.0,2673000.0,4780000.0,675000.0,1877000.0,541000.0,2031000.0,1752000.0,2698000.0,978000.0,690000.0
34,1934,1610000.0,250000.0,568000.0,3054000.0,1771000.0,0.0,1585000.0,233000.0,4089000.0,461000.0,6053000.0,2202000.0,3304000.0,672000.0,1382000.0,2784000.0,13253000.0,9795000.0,0.0,98000.0,480000.0,2485000.0,1075000.0,6060000.0,2685000.0,1878000.0,357000.0,7772000.0,2964000.0,3319000.0,2510000.0,4305000.0,428000.0,473000.0,1650000.0,829000.0,1710000.0,2391000.0,6751000.0,522000.0,3784000.0,2695000.0,4798000.0,675000.0,1868000.0,545000.0,2050000.0,1760000.0,2722000.0,985000.0,682000.0
35,1935,1629000.0,252000.0,608000.0,3070000.0,1794000.0,0.0,1613000.0,237000.0,4085000.0,475000.0,6123000.0,2228000.0,3323000.0,670000.0,1375000.0,2798000.0,13375000.0,9774000.0,0.0,100000.0,481000.0,2520000.0,1078000.0,6175000.0,2719000.0,1890000.0,357000.0,7797000.0,2955000.0,3332000.0,2524000.0,4343000.0,434000.0,481000.0,1666000.0,836000.0,1729000.0,2386000.0,6787000.0,526000.0,3798000.0,2717000.0,4838000.0,678000.0,1872000.0,550000.0,2061000.0,1769000.0,2748000.0,1001000.0,674000.0
36,1936,1653000.0,253000.0,629000.0,3082000.0,1808000.0,0.0,1651000.0,240000.0,4084000.0,489000.0,6192000.0,2246000.0,3346000.0,664000.0,1358000.0,2791000.0,13481000.0,9767000.0,0.0,101000.0,481000.0,2552000.0,1090000.0,6341000.0,2743000.0,1892000.0,357000.0,7840000.0,2978000.0,3348000.0,2509000.0,4355000.0,443000.0,495000.0,1672000.0,840000.0,1745000.0,2365000.0,6801000.0,527000.0,3801000.0,2734000.0,4889000.0,686000.0,1869000.0,554000.0,2072000.0,1781000.0,2768000.0,1025000.0,666000.0
37,1937,1681000.0,254000.0,616000.0,3088000.0,1813000.0,0.0,1709000.0,243000.0,4088000.0,503000.0,6250000.0,2257000.0,3385000.0,655000.0,1339000.0,2795000.0,13511000.0,9790000.0,0.0,103000.0,481000.0,2590000.0,1104000.0,6528000.0,2762000.0,1903000.0,356000.0,7857000.0,3037000.0,3374000.0,2498000.0,4358000.0,453000.0,507000.0,1678000.0,842000.0,1754000.0,2334000.0,6809000.0,529000.0,3794000.0,2746000.0,4968000.0,694000.0,1856000.0,554000.0,2086000.0,1802000.0,2784000.0,1048000.0,656000.0
38,1938,1698000.0,257000.0,638000.0,3098000.0,1828000.0,0.0,1771000.0,246000.0,4100000.0,513000.0,6301000.0,2285000.0,3440000.0,647000.0,1326000.0,2821000.0,13512000.0,9952000.0,0.0,105000.0,485000.0,2638000.0,1112000.0,6656000.0,2787000.0,1928000.0,356000.0,7866000.0,3091000.0,3386000.0,2494000.0,4365000.0,466000.0,513000.0,1684000.0,843000.0,1766000.0,2324000.0,6837000.0,535000.0,3781000.0,2753000.0,5056000.0,694000.0,1842000.0,552000.0,2127000.0,1834000.0,2800000.0,1067000.0,649000.0
39,1939,1715000.0,263000.0,658000.0,3121000.0,1868000.0,0.0,1836000.0,248000.0,4129000.0,523000.0,6360000.0,2334000.0,3514000.0,644000.0,1318000.0,2874000.0,13523000.0,9901000.0,0.0,107000.0,490000.0,2670000.0,1120000.0,6785000.0,2814000.0,1948000.0,358000.0,7890000.0,3120000.0,3403000.0,2520000.0,4347000.0,484000.0,521000.0,1696000.0,846000.0,1793000.0,2333000.0,6886000.0,543000.0,3783000.0,2771000.0,5156000.0,701000.0,1824000.0,555000.0,2168000.0,1872000.0,2825000.0,1081000.0,645000.0
40,1940,1740000.0,269000.0,690000.0,3143000.0,1907000.0,0.0,1915000.0,250000.0,4175000.0,531000.0,6425000.0,2370000.0,3574000.0,640000.0,1316000.0,2935000.0,13456000.0,9896000.0,0.0,113000.0,492000.0,2720000.0,1130000.0,6950000.0,2845000.0,1955000.0,363000.0,7905000.0,3119000.0,3433000.0,2537000.0,4318000.0,499000.0,522000.0,1708000.0,849000.0,1839000.0,2325000.0,6929000.0,552000.0,3786000.0,2790000.0,5315000.0,719000.0,1788000.0,558000.0,2176000.0,1902000.0,2859000.0,1086000.0,641000.0
41,1941,1789000.0,275000.0,764000.0,3140000.0,1885000.0,0.0,2017000.0,247000.0,4254000.0,506000.0,6585000.0,2484000.0,3589000.0,615000.0,1272000.0,2973000.0,13267000.0,9911000.0,0.0,120000.0,490000.0,2855000.0,1124000.0,7237000.0,2902000.0,1969000.0,348000.0,7995000.0,3179000.0,3483000.0,2491000.0,4389000.0,490000.0,501000.0,1746000.0,852000.0,1913000.0,2262000.0,6958000.0,551000.0,3811000.0,2718000.0,5472000.0,731000.0,1765000.0,543000.0,2184000.0,1962000.0,2824000.0,1071000.0,613000.0
42,1942,1901000.0,279000.0,851000.0,3053000.0,1831000.0,0.0,2151000.0,251000.0,4297000.0,502000.0,6711000.0,2546000.0,3569000.0,583000.0,1239000.0,2939000.0,13002000.0,9704000.0,0.0,137000.0,481000.0,3038000.0,1113000.0,7735000.0,2941000.0,1977000.0,343000.0,8057000.0,3209000.0,3507000.0,2439000.0,4370000.0,524000.0,478000.0,1792000.0,839000.0,1998000.0,2215000.0,6969000.0,575000.0,3829000.0,2662000.0,5549000.0,748000.0,1760000.0,518000.0,2210000.0,2007000.0,2797000.0,1107000.0,589000.0
