,Year,Washington,Delaware,District of Columbia,Wisconsin,West Virginia,Hawaii,Florida,Wyoming,New Jersey,New Mexico,Texas,Louisiana,North Carolina,North Dakota,Nebraska,Tennessee,New York,Pennsylvania,Alaska,Nevada,New Hampshire,Virginia,Colorado,California,Alabama,Arkansas,Vermont,Illinois,Georgia,Indiana,Iowa,Massachusetts,Arizona,Idaho,Connecticut,Maine,Maryland,Oklahoma,Ohio,Utah,Missouri,Minnesota,Michigan,Rhode Island,Kansas,Montana,Mississippi,South Carolina,Kentucky,Oregon,South Dakota
43,1943,2027000.0,282000.0,900000.0,3014000.0,1741000.0,0.0,2451000.0,247000.0,4226000.0,534000.0,7012000.0,2565000.0,3654000.0,546000.0,1241000.0,2972000.0,12807000.0,9444000.0,0.0,151000.0,462000.0,3130000.0,1153000.0,8506000.0,2902000.0,1843000.0,327000.0,7761000.0,3245000.0,3449000.0,2334000.0,4257000.0,692000.0,500000.0,1792000.0,806000.0,2089000.0,2205000.0,6868000.0,631000.0,3705000.0,2577000.0,5405000.0,760000.0,1796000.0,485000.0,2280000.0,1967000.0,2693000.0,1221000.0,587000.0
44,1944,2092000.0,285000.0,881000.0,2980000.0,1706000.0,0.0,2420000.0,242000.0,4158000.0,527000.0,6876000.0,2508000.0,3560000.0,534000.0,1216000.0,2868000.0,12628000.0,9214000.0,0.0,153000.0,456000.0,3248000.0,1137000.0,8945000.0,2802000.0,1768000.0,314000.0,7719000.0,3176000.0,3440000.0,2301000.0,4192000.0,610000.0,529000.0,1778000.0,801000.0,2118000.0,2043000.0,6918000.0,605000.0,3560000.0,2526000.0,5467000.0,795000.0,1779000.0,469000.0,2167000.0,1943000.0,2631000.0,1233000.0,565000.0
45,1945,2206000.0,286000.0,876000.0,2961000.0,1708000.0,0.0,2465000.0,239000.0,4108000.0,537000.0,6826000.0,2429000.0,3533000.0,546000.0,1211000.0,2878000.0,12495000.0,9143000.0,0.0,149000.0,459000.0,3193000.0,1116000.0,9344000.0,2775000.0,1762000.0,315000.0,7601000.0,3119000.0,3427000.0,2308000.0,4201000.0,594000.0,507000.0,1769000.0,800000.0,2096000.0,2028000.0,6916000.0,591000.0,3516000.0,2537000.0,5475000.0,776000.0,1731000.0,477000.0,2090000.0,1934000.0,2597000.0,1250000.0,579000.0
46,1946,2288000.0,299000.0,899000.0,3167000.0,1826000.0,0.0,2440000.0,254000.0,4492000.0,561000.0,7197000.0,2556000.0,3706000.0,570000.0,1256000.0,3074000.0,13398000.0,9866000.0,0.0,143000.0,494000.0,3212000.0,1203000.0,9559000.0,2911000.0,1797000.0,342000.0,8155000.0,3242000.0,3702000.0,2467000.0,4494000.0,616000.0,509000.0,1906000.0,832000.0,2214000.0,2128000.0,7512000.0,638000.0,3746000.0,2734000.0,5874000.0,770000.0,1805000.0,514000.0,2064000.0,1936000.0,2761000.0,1338000.0,588000.0
47,1947,2211000.0,305000.0,888000.0,3250000.0,1883000.0,0.0,2528000.0,258000.0,4618000.0,582000.0,7388000.0,2579000.0,3769000.0,578000.0,1265000.0,3166000.0,13982000.0,10196000.0,0.0,149000.0,507000.0,3201000.0,1237000.0,9832000.0,2942000.0,1836000.0,354000.0,8341000.0,3272000.0,3779000.0,2509000.0,4580000.0,653000.0,522000.0,1967000.0,854000.0,2248000.0,2133000.0,7705000.0,636000.0,3845000.0,2796000.0,6076000.0,776000.0,1853000.0,531000.0,2107000.0,1992000.0,2803000.0,1361000.0,601000.0
48,1948,2255000.0,312000.0,840000.0,3314000.0,1899000.0,0.0,2578000.0,269000.0,4774000.0,604000.0,7626000.0,2596000.0,3837000.0,580000.0,1265000.0,3216000.0,14497000.0,10287000.0,0.0,156000.0,520000.0,3207000.0,1263000.0,10064000.0,2969000.0,1825000.0,359000.0,8552000.0,3259000.0,3877000.0,2543000.0,4674000.0,690000.0,551000.0,2014000.0,878000.0,2271000.0,2089000.0,7876000.0,653000.0,3844000.0,2868000.0,6213000.0,787000.0,1892000.0,542000.0,2076000.0,1996000.0,2817000.0,1405000.0,612000.0
49,1949,2294000.0,316000.0,807000.0,3391000.0,1930000.0,0.0,2668000.0,277000.0,4889000.0,644000.0,7623000.0,2634000.0,3911000.0,597000.0,1302000.0,3236000.0,14892000.0,10390000.0,0.0,157000.0,533000.0,3292000.0,1295000.0,10337000.0,3000000.0,1844000.0,369000.0,8670000.0,3325000.0,3958000.0,2578000.0,4741000.0,714000.0,570000.0,2032000.0,903000.0,2329000.0,2105000.0,7973000.0,671000.0,3882000.0,2935000.0,6332000.0,801000.0,1925000.0,569000.0,2085000.0,2029000.0,2849000.0,1431000.0,631000.0
50,1950,2387000.0,321000.0,806000.0,3438000.0,2006000.0,498000.0,2810000.0,290000.0,4872000.0,689000.0,7776000.0,2697000.0,4068000.0,619000.0,1327000.0,3315000.0,14865000.0,10507000.0,135000.0,162000.0,532000.0,3315000.0,1325000.0,10677000.0,3058000.0,1908000.0,379000.0,8738000.0,3458000.0,3967000.0,2625000.0,4686000.0,756000.0,590000.0,2016000.0,917000.0,2355000.0,2229000.0,7980000.0,696000.0,3964000.0,2997000.0,6407000.0,786000.0,1916000.0,593000.0,2176000.0,2113000.0,2936000.0,1532000.0,655000.0
51,1951,2424000.0,331000.0,808000.0,3439000.0,1984000.0,514000.0,2980000.0,291000.0,5006000.0,717000.0,8111000.0,2769000.0,4120000.0,604000.0,1316000.0,3372000.0,14890000.0,10461000.0,158000.0,168000.0,529000.0,3434000.0,1326000.0,11134000.0,3059000.0,1901000.0,378000.0,8790000.0,3531000.0,4096000.0,2617000.0,4654000.0,785000.0,589000.0,2028000.0,916000.0,2441000.0,2210000.0,8061000.0,706000.0,4015000.0,3010000.0,6497000.0,784000.0,1950000.0,596000.0,2163000.0,2167000.0,2941000.0,1556000.0,655000.0
52,1952,2448000.0,341000.0,805000.0,3469000.0,1957000.0,517000.0,3157000.0,293000.0,5125000.0,735000.0,8314000.0,2842000.0,4109000.0,608000.0,1311000.0,3352000.0,15192000.0,10503000.0,189000.0,181000.0,535000.0,3504000.0,1365000.0,11635000.0,3068000.0,1838000.0,375000.0,8956000.0,3584000.0,4148000.0,2626000.0,4650000.0,842000.0,587000.0,2081000.0,915000.0,2500000.0,2219000.0,8275000.0,724000.0,3972000.0,3030000.0,6650000.0,802000.0,1977000.0,602000.0,2152000.0,2178000.0,2920000.0,1582000.0,651000.0
53,1953,2466000.0,351000.0,810000.0,3506000.0,1929000.0,510000.0,3310000.0,290000.0,5229000.0,756000.0,8336000.0,2866000.0,4120000.0,609000.0,1318000.0,3319000.0,15527000.0,10662000.0,205000.0,195000.0,547000.0,3557000.0,1431000.0,12251000.0,3053000.0,1780000.0,379000.0,9065000.0,3558000.0,4182000.0,2629000.0,4806000.0,894000.0,596000.0,2168000.0,913000.0,2567000.0,2182000.0,8591000.0,739000.0,4020000.0,3050000.0,6822000.0,815000.0,1994000.0,616000.0,2105000.0,2181000.0,2903000.0,1601000.0,648000.0
54,1954,2516000.0,368000.0,791000.0,3608000.0,1905000.0,505000.0,3505000.0,293000.0,5360000.0,763000.0,8382000.0,2883000.0,4131000.0,611000.0,1340000.0,3359000.0,15814000.0,10817000.0,215000.0,213000.0,554000.0,3555000.0,1493000.0,12746000.0,3014000.0,1734000.0,377000.0,9252000.0,3602000.0,4264000.0,2626000.0,4910000.0,933000.0,600000.0,2249000.0,927000.0,2685000.0,2209000.0,8873000.0,750000.0,4066000.0,3113000.0,7066000.0,816000.0,2042000.0,624000.0,2064000.0,2176000.0,2902000.0,1626000.0,655000.0
55,1955,2604000.0,389000.0,785000.0,3679000.0,1880000.0,539000.0,3747000.0,307000.0,5502000.0,785000.0,8660000.0,2946000.0,4242000.0,615000.0,1374000.0,3415000.0,15966000.0,10939000.0,222000.0,237000.0,557000.0,3588000.0,1546000.0,13133000.0,3050000.0,1725000.0,375000.0,9435000.0,3636000.0,4363000.0,2679000.0,4882000.0,987000.0,618000.0,2300000.0,934000.0,2742000.0,2250000.0,9017000.0,783000.0,4134000.0,3172000.0,7285000.0,823000.0,2093000.0,636000.0,2060000.0,2200000.0,2910000.0,1659000.0,663000.0
56,1956,2668000.0,408000.0,759000.0,3742000.0,1857000.0,559000.0,4047000.0,312000.0,5615000.0,806000.0,8830000.0,3032000.0,4309000.0,613000.0,1397000.0,3415000.0,16112000.0,10972000.0,224000.0,250000.0,566000.0,3722000.0,1625000.0,13713000.0,3071000.0,1704000.0,377000.0,9530000.0,3701000.0,4458000.0,2703000.0,4891000.0,1053000.0,628000.0,2316000.0,938000.0,2811000.0,2273000.0,9207000.0,809000.0,4163000.0,3240000.0,7467000.0,840000.0,2119000.0,656000.0,2086000.0,2229000.0,2898000.0,1698000.0,670000.0
57,1957,2724000.0,426000.0,763000.0,3791000.0,1843000.0,584000.0,4372000.0,314000.0,5737000.0,847000.0,9070000.0,3115000.0,4368000.0,612000.0,1394000.0,3434000.0,16374000.0,10954000.0,231000.0,260000.0,572000.0,3844000.0,1664000.0,14264000.0,3109000.0,1733000.0,376000.0,9668000.0,3766000.0,4529000.0,2716000.0,4929000.0,1125000.0,642000.0,2359000.0,943000.0,2873000.0,2282000.0,9410000.0,826000.0,4189000.0,3274000.0,7569000.0,851000.0,2128000.0,667000.0,2088000.0,2274000.0,2928000.0,1712000.0,666000.0
58,1958,2773000.0,433000.0,757000.0,3843000.0,1845000.0,605000.0,4630000.0,315000.0,5890000.0,886000.0,9252000.0,3155000.0,4376000.0,606000.0,1383000.0,3471000.0,16601000.0,11058000.0,224000.0,269000.0,581000.0,3914000.0,1667000.0,14880000.0,3163000.0,1726000.0,380000.0,9886000.0,3804000.0,4583000.0,2708000.0,5010000.0,1193000.0,646000.0,2446000.0,944000.0,2982000.0,2267000.0,9599000.0,845000.0,4186000.0,3313000.0,7667000.0,858000.0,2142000.0,666000.0,2086000.0,2304000.0,2961000.0,1718000.0,656000.0
59,1959,2821000.0,441000.0,761000.0,3891000.0,1855000.0,622000.0,4808000.0,320000.0,6015000.0,919000.0,9405000.0,3208000.0,4458000.0,618000.0,1397000.0,3522000.0,16685000.0,11234000.0,224000.0,279000.0,596000.0,3951000.0,1710000.0,15467000.0,3204000.0,1756000.0,387000.0,9986000.0,3868000.0,4613000.0,2729000.0,5117000.0,1261000.0,657000.0,2523000.0,957000.0,3066000.0,2289000.0,9671000.0,870000.0,4258000.0,3366000.0,7767000.0,857000.0,2160000.0,669000.0,2138000.0,2348000.0,2999000.0,1746000.0,667000.0
60,1960,2855000.0,449000.0,765000.0,3962000.0,1853000.0,642000.0,5004000.0,331000.0,6103000.0,954000.0,9624000.0,3260000.0,4573000.0,634000.0,1417000.0,3575000.0,16838000.0,11329000.0,229000.0,291000.0,609000.0,3986000.0,1769000.0,15870000.0,3274000.0,1789000.0,389000.0,10086000.0,3956000.0,4674000.0,2756000.0,5160000.0,1321000.0,671000.0,2544000.0,975000.0,3113000.0,2336000.0,9734000.0,900000.0,4326000.0,3425000.0,7834000.0,855000.0,2183000.0,679000.0,2182000.0,2392000.0,3041000.0,1772000.0,683000.0
61,1961,2882000.0,461000.0,778000.0,4009000.0,1828000.0,659000.0,5243000.0,337000.0,6265000.0,965000.0,9820000.0,3287000.0,4663000.0,641000.0,1446000.0,3622000.0,17061000.0,11392000.0,238000.0,315000.0,618000.0,4095000.0,1844000.0,16497000.0,3316000.0,1806000.0,390000.0,10130000.0,4015000.0,4730000.0,2756000.0,5219000.0,1407000.0,684000.0,2586000.0,995000.0,3176000.0,2380000.0,9854000.0,936000.0,4349000.0,3470000.0,7893000.0,858000.0,2215000.0,696000.0,2206000.0,2409000.0,3054000.0,1787000.0,693000.0
62,1962,2942000.0,469000.0,788000.0,4049000.0,1809000.0,684000.0,5458000.0,333000.0,6376000.0,979000.0,10053000.0,3345000.0,4707000.0,637000.0,1464000.0,3673000.0,17301000.0,11355000.0,246000.0,352000.0,632000.0,4180000.0,1899000.0,17072000.0,3323000.0,1853000.0,393000.0,10280000.0,4086000.0,4736000.0,2750000.0,5263000.0,1471000.0,692000.0,2647000.0,994000.0,3263000.0,2427000.0,9929000.0,958000.0,4357000.0,3513000.0,7933000.0,871000.0,2231000.0,698000.0,2243000.0,2423000.0,3079000.0,1818000.0,705000.0
63,1963,2955000.0,483000.0,798000.0,4112000.0,1796000.0,682000.0,5628000.0,336000.0,6531000.0,989000.0,10159000.0,3377000.0,4742000.0,644000.0,1476000.0,3718000.0,17461000.0,11424000.0,256000.0,397000.0,649000.0,4276000.0,1936000.0,17668000.0,3358000.0,1875000.0,397000.0,10402000.0,4172000.0,4799000.0,2747000.0,5344000.0,1521000.0,683000.0,2727000.0,993000.0,3386000.0,2439000.0,9986000.0,974000.0,4392000.0,3531000.0,8058000.0,876000.0,2217000.0,703000.0,2244000.0,2460000.0,3096000.0,1853000.0,708000.0
64,1964,2961000.0,497000.0,798000.0,4165000.0,1797000.0,700000.0,5781000.0,339000.0,6660000.0,1006000.0,10270000.0,3446000.0,4802000.0,649000.0,1482000.0,3771000.0,17589000.0,11519000.0,263000.0,426000.0,663000.0,4357000.0,1970000.0,18151000.0,3395000.0,1897000.0,399000.0,10580000.0,4258000.0,4856000.0,2746000.0,5448000.0,1556000.0,680000.0,2798000.0,993000.0,3492000.0,2446000.0,10080000.0,978000.0,4442000.0,3558000.0,8187000.0,885000.0,2209000.0,706000.0,2241000.0,2475000.0,3129000.0,1888000.0,701000.0
65,1965,2967000.0,507000.0,797000.0,4232000.0,1786000.0,704000.0,5954000.0,332000.0,6767000.0,1012000.0,10378000.0,3496000.0,4863000.0,649000.0,1471000.0,3798000.0,17734000.0,11620000.0,271000.0,444000.0,676000.0,4411000.0,1985000.0,18585000.0,3443000.0,1894000.0,404000.0,10693000.0,4332000.0,4922000.0,2742000.0,5502000.0,1584000.0,686000.0,2857000.0,997000.0,3600000.0,2440000.0,10201000.0,994000.0,4467000.0,3592000.0,8357000.0,893000.0,2206000.0,706000.0,2246000.0,2494000.0,3140000.0,1937000.0,692000.0
66,1966,3057000.0,516000.0,791000.0,4274000.0,1775000.0,710000.0,6104000.0,323000.0,6851000.0,1007000.0,10492000.0,3550000.0,4896000.0,647000.0,1456000.0,3822000.0,17843000.0,11664000.0,271000.0,446000.0,681000.0,4456000.0,2007000.0,18858000.0,3464000.0,1899000.0,413000.0,10836000.0,4379000.0,4999000.0,2762000.0,5535000.0,1614000.0,689000.0,2903000.0,999000.0,3695000.0,2454000.0,10330000.0,1009000.0,4523000.0,3617000.0,8512000.0,899000.0,2200000.0,707000.0,2245000.0,2520000.0,3147000.0,1969000.0,683000.0
67,1967,3174000.0,525000.0,791000.0,4303000.0,1769000.0,723000.0,6242000.0,322000.0,6928000.0,1000000.0,10599000.0,3581000.0,4952000.0,626000.0,1457000.0,3859000.0,17935000.0,11681000.0,278000.0,449000.0,697000.0,4508000.0,2053000.0,19176000.0,3458000.0,1901000.0,423000.0,10947000.0,4408000.0,5053000.0,2793000.0,5594000.0,1646000.0,688000.0,2935000.0,1004000.0,3757000.0,2489000.0,10414000.0,1019000.0,4539000.0,3659000.0,8630000.0,909000.0,2197000.0,701000.0,2228000.0,2533000.0,3172000.0,1979000.0,671000.0
68,1968,3270000.0,534000.0,778000.0,4345000.0,1763000.0,734000.0,6433000.0,324000.0,7005000.0,994000.0,10819000.0,3603000.0,5004000.0,621000.0,1467000.0,3878000.0,18051000.0,11741000.0,285000.0,464000.0,709000.0,4558000.0,2120000.0,19394000.0,3446000.0,1902000.0,430000.0,10995000.0,4482000.0,5093000.0,2803000.0,5618000.0,1682000.0,695000.0,2964000.0,994000.0,3815000.0,2503000.0,10516000.0,1029000.0,4568000.0,3703000.0,8696000.0,922000.0,2216000.0,700000.0,2219000.0,2559000.0,3195000.0,2004000.0,669000.0
69,1969,3343000.0,540000.0,762000.0,4378000.0,1746000.0,750000.0,6641000.0,329000.0,7095000.0,1011000.0,11045000.0,3619000.0,5031000.0,621000.0,1474000.0,3897000.0,18105000.0,11741000.0,296000.0,480000.0,724000.0,4614000.0,2166000.0,19711000.0,3440000.0,1913000.0,437000.0,11039000.0,4551000.0,5143000.0,2805000.0,5650000.0,1737000.0,707000.0,3000000.0,992000.0,3868000.0,2535000.0,10563000.0,1047000.0,4640000.0,3758000.0,8781000.0,932000.0,2236000.0,694000.0,2220000.0,2570000.0,3198000.0,2062000.0,668000.0
70,1970,3413244.0,548104.0,756668.0,4417821.0,1744237.0,769913.0,6791418.000000001,332416.0,7171111.999999999,1017055.0,11198655.0,3644637.0,5084411.0,617791.9999999999,1485332.9999999998,3926018.0,18241391.0,11800766.000000002,302582.99999999994,488738.00000000006,737681.0,4651448.0,2209596.0,19971069.0,3444354.0000000005,1923322.0,444732.0,11110285.0,4587930.0,5195392.0,2825368.0,5689170.0,1775399.0,713015.0,3032217.0,993722.0,3923897.0,2559462.9999999995,10657423.0,1059273.0000000002,4677623.0,3806103.0,8881826.0,949723.0000000001,2249071.0,694409.0,2216994.0,2590712.9999999995,3220711.0,2091533.0,666257.0
71,1971,3447553.0,564708.0000000001,749781.0000000001,4462155.0,1770657.0000000002,801643.9999999999,7158304.0,340285.0,7281107.0,1053737.0,11509848.0,3710487.0,5203531.0,626760.0,1504604.0,4013607.9999999995,18357982.0,11886400.0,315510.0,520018.0,761851.0000000001,4750838.0,2303524.0,20345939.0,3497075.9999999995,1972312.0000000002,454318.00000000006,11202396.999999998,4711550.0,5253396.0,2851705.0,5737580.0,1895813.9999999998,738753.0,3060938.0,1015390.0,4018324.0,2618601.0,10734818.000000002,1101192.0,4725764.0,3853486.0,8974186.0,963107.0,2246600.0,710814.0,2265432.0000000005,2662269.0,3298053.0,2151022.0,671297.0
72,1972,3447885.0,572913.0,742241.0000000001,4502412.0,1797648.0,828331.0,7511463.000000001,347345.0,7335041.999999999,1078697.0,11759148.000000002,3761645.9999999995,5301150.0,631119.0,1519013.0,4094611.0,18339400.0,11908233.0,324464.0,546789.0,781107.0,4824472.0,2404619.0,20585468.999999996,3539400.0,2018638.0,463143.0,11251948.0,4809490.0,5302435.0,2860287.0000000005,5760302.0,2008291.0000000002,763237.0,3068699.0,1034291.9999999999,4073499.0000000005,2658645.9999999995,10746993.0,1135448.9999999998,4758780.0,3869747.0000000005,9028944.0,974790.0,2256375.0,718732.0,2307117.0,2719197.0,3335728.0,2197297.0,677233.9999999999
73,1973,3478782.0,577759.0,731488.0,4524244.000000001,1806360.0,851595.0,7913696.0,354061.0,7333083.000000001,1105529.0,12019543.0,3788375.0,5389852.0,632675.0,1529567.0,4147401.0,18177063.000000004,11890527.0,330543.0,568991.0,800951.0,4901292.0,2495868.0,20868728.0,3579780.0,2059255.9999999998,468430.0,11251367.0,4910374.0,5338276.999999999,2863715.0,5781172.0,2124438.0,782074.0,3067814.0000000005,1045655.0,4097974.0,2695930.9999999995,10767313.999999998,1170040.0,4782645.0,3889332.0000000005,9077956.0,975738.0,2265603.0,726798.0,2349546.0000000005,2776605.0,3371024.0000000005,2241932.0000000005,678715.0
74,1974,3549946.0,581418.0,717947.0,4545782.0,1815447.0,867978.0000000001,8298761.999999999,365501.0,7332411.0,1131309.0,12268628.999999998,3820109.0000000005,5470911.0,634559.0,1539191.0,4213509.0,18049775.0,11870883.999999998,341063.00000000006,596822.0,815914.0,4971069.0,2541406.0,21173865.0,3626499.0000000005,2101403.0,473001.99999999994,11262145.0,4999419.0,5361890.0,2867530.0,5773548.000000001,2223196.0,807990.0,3074047.0,1059040.0,4118814.9999999995,2734768.0,10765758.999999998,1200471.0,4795930.0,3903925.0,9117507.0,950615.0,2269499.0,736419.0,2378268.0,2844749.0000000005,3416315.0,2285013.0,679585.0
75,1975,3621339.0000000005,586589.0,706871.0000000001,4578986.0,1842250.0,886160.0,8518421.999999998,381695.0,7337765.0,1159944.0,12568843.0,3886104.0000000005,5547188.0,638886.0,1543117.0000000002,4275566.0,18003485.0,11906095.0,376170.0,619972.0,828555.0,5047395.0,2586192.0,21537849.0,3678814.0000000005,2159526.0,479713.0,11291743.0,5064075.0,5365766.0,2880847.0,5757755.999999999,2284847.0,831982.0,3082500.0,1071995.0,4139095.9999999995,2774683.0,10770425.0,1236030.0,4808308.0,3932515.0,9117668.0,942788.0,2280578.0,748208.0000000001,2399449.0,2902028.0,3467769.0,2329661.0,681041.9999999999
76,1976,3693610.0,590165.9999999999,692295.0,4595904.0,1879503.0,904191.0,8667379.0,396952.0,7339745.0,1189295.0,12904089.0,3950605.0,5607964.0,645797.0,1550911.0,4346928.0,17940541.0,11897378.0,400969.0,646975.0,845248.0,5121863.0,2632305.9999999995,21935909.0,3735139.0,2170161.0,484928.00000000006,11342853.000000002,5132812.0,5389088.000000001,2903082.0000000005,5743672.0,2346157.0,856983.0000000001,3083335.0,1088412.0,4150539.0000000005,2826815.0,10752662.0,1274928.0,4839029.0,3964680.0,9129205.0,946089.0,2301001.0,757317.0,2429756.0,2943657.0,3529257.0,2378262.0,686390.0
77,1977,3776050.0,591829.0000000001,677228.0000000001,4626514.0,1908088.0,918258.9999999999,8856183.0,413354.00000000006,7337169.0,1215720.0,13193050.0,4014459.0000000005,5685607.0,649769.0,1556842.0,4422920.999999999,17812602.0,11893591.0,403436.0,678333.0000000001,869763.0,5193112.0,2696140.0,22352396.0,3780403.0,2209010.0,491931.0,11386316.0,5219697.0,5425638.000000001,2913573.0,5738199.000000001,2425197.0,883468.9999999999,3085722.0,1103578.0,4169595.0000000005,2870014.0,10771393.999999998,1319512.0000000002,4863173.0,3989364.0,9171110.0,950230.0,2320647.0,769953.0,2459201.0,2991680.9999999995,3573692.9999999995,2446673.0,688480.0
78,1978,3889073.0,594776.0,665052.0,4646108.0,1923395.0,931584.0,9102032.0,432880.0,7350804.0,1238033.9999999998,13500428.999999998,4068579.0,5759491.999999999,651300.9999999999,1563884.0,4486314.0,17680589.0,11879396.0,404765.99999999994,719436.0,891520.0,5270240.0,2766748.0,22835958.0,3831836.0,2243127.0,498109.00000000006,11412561.000000002,5295751.0,5470214.0,2918069.0000000005,5736469.0,2515316.0000000005,910690.0,3091627.0,1113566.0,4183603.0,2917336.0,10795581.0,1367510.0,4889399.0,4015341.0,9217761.0,951816.0,2335657.0,782317.0,2487816.0000000005,3044364.0,3609975.9999999995,2518298.0,688580.0
79,1979,4017632.0,594984.0,650016.0,4682811.0,1942146.0,953306.0,9426159.0,454378.00000000006,7366512.0,1284722.0,13888371.000000002,4137665.0,5823491.0,652896.0,1567344.0,4560473.0,17583838.0,11887975.0,402753.00000000006,765367.0,909074.0,5307945.0,2849234.0000000005,23256880.0,3866248.0,2271333.0,505371.99999999994,11396837.0,5401384.0,5501174.0,2915739.0,5738404.0,2635571.0,932627.0,3095917.0,1122563.0,4191160.0,2975310.0,10798298.0,1420237.9999999998,4912430.0,4050316.0,9266268.0,950382.0,2350906.0,787305.0,2507069.0,3090267.0000000005,3641804.0,2588012.0,688335.0
80,1980,4154678.0,594919.0,638284.0,4712045.0,1951349.0,967710.0,9839835.0,474185.0,7376330.0,1309400.0,14338208.0,4223101.0,5898980.0,654380.0,1572296.0,4600252.0,17566754.0,11868305.0,405315.0,810215.0,924250.0,5368334.0,2908803.0,23800800.0,3900368.0,2288738.0,512524.0,11434702.0,5486174.0,5490721.0,2914018.0,5746075.0,2737774.0000000005,947983.0000000001,3113174.0000000005,1126860.0,4227643.0,3040758.0,10800650.0,1472595.0,4921965.999999999,4085017.0000000005,9255553.0,948773.0,2369038.9999999995,788752.0,2525342.0,3134502.0,3664220.9999999995,2641218.0,690851.0000000001
81,1981,4235731.0,595975.0,636893.0,4726343.0,1954124.0,978195.0,10192774.0,491712.0,7407472.0,1332747.9999999998,14746318.000000002,4283303.0,5956653.0,659505.0,1578515.0,4627657.999999999,17567734.0,11858567.0,418491.0,847655.0,936621.0000000001,5444097.0,2977897.9999999995,24285932.999999996,3918531.0,2293201.0,515594.00000000006,11443458.0,5568345.0,5480435.0,2907982.9999999995,5768685.0,2810107.0,962204.0,3128836.0,1133033.0000000002,4261905.0,3096164.0,10788330.0,1515471.0,4932064.0,4111728.0,9209287.0,953013.0,2384849.0,795328.0,2539036.0,3179255.0,3670394.0,2667982.0,689584.0
82,1982,4276552.0,599148.0,634174.0,4728870.0,1949604.0,993780.0,10471407.0,506400.0,7430968.000000001,1363822.9999999998,15331415.0,4352608.0,6019101.0,668972.0,1581780.0,4646041.0,17589738.0,11845146.0,449606.0,881536.9999999999,947718.9999999999,5492783.0,3061564.0000000005,24820009.0,3925265.9999999995,2294257.0,519109.00000000006,11423412.0,5649791.999999999,5467922.0,2888189.0000000005,5771222.0,2889861.0,973721.0,3139013.0,1136684.0,4282923.0,3206123.0,10757087.0,1558313.9999999998,4929451.0,4131450.0,9115198.0,954170.0,2401202.0,803986.0000000001,2556777.0,3207614.0,3683445.0,2664922.0,690597.0
